epoch,loss,train_intra,train_inter,val_intra,val_inter
20,1.1381993293762207,0.6972293198108673,0.5213668811917305,0.6451140409708023,0.4875334191322327
40,1.1575604677200317,0.47658164337277414,0.21893532294780016,0.4136766933649778,0.24725696886703372
60,1.1622148752212524,0.38255498934537174,0.19989090663194656,0.4235034604743123,0.18440740008279682
80,1.1246293783187866,0.1761429169587791,0.1418014583736658,0.33991339556872846,0.11390843012183904
100,1.147229552268982,0.3783150044828653,0.14462416849657894,0.37126208998262883,0.11501654863730074
120,1.1732845306396484,0.3304721400886774,0.06864744316413998,0.343825995773077,0.15972815690934658
140,1.1408416032791138,0.31539513416588305,0.10318434369191527,0.3635723719000816,0.12196798411384224
160,1.1146562099456787,0.3419898167252541,0.07550395483523607,0.3298163379356265,0.11602036030963063
180,1.1393647193908691,0.36092290602624416,0.07308986734226346,0.3099804048985243,0.08835243694111705
200,1.1184203624725342,0.27973120991140604,0.05561212332546711,0.3834682887792587,0.08313679140433669
220,1.1399755477905273,0.36397465750575064,0.12696880400553345,0.31606835044920445,0.09163539557904005
240,1.1597415208816528,0.47516721084713937,0.1373251408711076,0.33102101758122443,0.08319957404956221
260,1.1109133958816528,0.27986035484820604,0.09161523563042283,0.4028592376410961,0.13406088550947606
280,1.1223604679107666,0.25207140609622003,0.12360250139608979,0.5183749061822891,0.15974773216992616
300,1.1669268608093262,0.24303696695715188,0.10712769525498152,0.4640545202791691,0.14809046033397316
320,1.1240651607513428,0.2965755614265799,0.10180057686567306,0.3611300376802683,0.0817372242771089
340,1.0915586948394775,0.35052558295428754,0.11197913928329944,0.32448682431131604,0.07329379980266094
360,1.1511423587799072,0.3044367460906506,0.09542646395415068,0.3039992974698544,0.1326321271508932
380,1.1297664642333984,0.4011409827321768,0.13350942465290427,0.32403730422258376,0.0978708588220179
400,1.1258295774459839,0.46545955233275893,0.091604816891253,0.49295209772884846,0.09986129422113299
420,1.1344023942947388,0.3412518372759223,0.14311487521976232,0.33716257572174074,0.0900205604210496
440,1.1482067108154297,0.4580436008423567,0.09855050188302994,0.23222091645002366,0.06808648060262203
460,1.1481081247329712,0.3675840665400028,0.13122317039966583,0.22594198815524577,0.09299649192765355
480,1.0617486238479614,0.3239991176873446,0.16107820477336646,0.351552467495203,0.07037534097209573
500,1.1540855169296265,0.4203343418240547,0.12882003427296876,0.36172381803393366,0.12634125965461135
520,1.1154433488845825,0.29192542683333156,0.06171248060837388,0.3017509255558252,0.1568271346911788
540,1.0917060375213623,0.26575322503224014,0.10320480475574732,0.30505930349230764,0.08697053863108158
560,1.1273603439331055,0.32083439365029337,0.15439976704865693,0.39999816242605446,0.15498448510840535
580,1.1031161546707153,0.2470626537501812,0.09590741235017776,0.47261051923036573,0.15537526728212833
600,1.1402169466018677,0.3654668309912086,0.06752747118100524,0.246267266087234,0.11142247316241265
620,1.083769679069519,0.4681855452060699,0.12368179280683399,0.2554926946014166,0.15903237730637193
640,1.130167841911316,0.5174821443855763,0.12367330195009708,0.4486130326986313,0.16741814739629626
660,1.0875892639160156,0.3658109825849533,0.10025745882093906,0.2961651261895895,0.11637136148288846
680,1.1231374740600586,0.4245597079768777,0.12374625245854258,0.48015269052237275,0.14038776579871773
700,1.1313282251358032,0.27177099630236623,0.11812096584960818,0.37861040350049735,0.09571506713330746
720,1.1511834859848022,0.30538238167762755,0.07198755443841219,0.2660086356289685,0.12050590433552862
740,1.1150124073028564,0.4690089095942676,0.118009496467188,0.27104886308312415,0.11296743796765804
760,1.119870901107788,0.448317264020443,0.12053448652848602,0.1500410633161664,0.05127248218655586
780,1.1321814060211182,0.3435410501435399,0.09348533839732409,0.34325224094092843,0.05096031103283167
800,1.0984280109405518,0.37719105787575247,0.10863821021467447,0.3628597515076399,0.13615648931264876
820,1.09517502784729,0.43984573051333425,0.10554732090607286,0.32732592705637215,0.1322500311359763
840,1.1147689819335938,0.3167138269543648,0.1362726012058556,0.35264850124716757,0.1782062752842903
860,1.1042364835739136,0.4350859826803207,0.1722716397382319,0.23967881839722394,0.12360330351442099
880,1.1012879610061646,0.38824281439185143,0.1173688425682485,0.2610336123779416,0.15342590972036124
900,1.140047550201416,0.24731444142758846,0.11270211401209235,0.3358053995668888,0.08986315367370844
920,1.1390801668167114,0.2941150236129761,0.10555795659590513,0.366034382134676,0.10188053759932518
940,1.1210078001022339,0.32617778493091465,0.1430552600733936,0.4140907929837704,0.1807588606700301
