epoch,loss,train_intra,train_inter,val_intra,val_inter
20,0.8562461137771606,0.6629834270477295,0.016765765314921736,0.7166876012086868,0.15252661163918674
40,0.820717990398407,0.7945428764820099,0.0279362380085513,0.7914006921462715,0.08313312398269773
60,0.9001524448394775,0.59738760471344,0.009895715729799122,0.7433498504757882,0.06226369520882145
80,0.8114975690841675,0.7510939848423004,-0.010322390622459352,0.7239055037498474,-0.038520298288203775
100,0.8103283047676086,0.769494260251522,0.028743323408998548,0.7512576627731323,-0.053738218634389344
120,0.8861911296844482,0.8005784595012665,0.0919023742992431,0.7017550301551819,0.014383111712522805
140,0.8398097157478333,0.6743731477856636,0.08690152263035998,0.5942488884180784,-0.035450241365469995
160,0.7894113659858704,0.7137131835520267,0.08294618976535276,0.7893015021085739,0.010926241297274828
180,0.8144155740737915,0.7565348023176193,0.09240038047544658,0.593814499899745,0.08798578252317384
200,0.8307456970214844,0.6742039451003075,0.006475101995747536,0.6591054013371468,0.03436585959047079
220,0.9018934369087219,0.6949855917692185,0.005351536376401782,0.6948296659439802,0.02520634573418647
240,0.760801374912262,0.8091906571388244,0.022875447776168584,0.8060287511348725,0.0471217365632765
260,0.7433757781982422,0.7321072310209275,0.07542882880195975,0.7350319612026215,0.04437950428109616
280,0.8815311193466187,0.7376304388046264,0.10156549198552967,0.8207014811038971,0.0687543617747724
300,0.8028005957603455,0.7995717555284501,0.07422473205253483,0.6351743604242802,0.04532341183396056
320,0.7514147758483887,0.8462997174263001,0.1770069948094897,0.6712307113409043,0.059530614737886935
340,0.8118088245391846,0.678346067070961,0.06096871283371001,0.8354293608665466,0.03656524653546512
360,0.8452054262161255,0.7156448578834533,0.008516863259719685,0.7155173367261887,-0.009991441662423313
380,0.7542632222175598,0.6213374638557434,0.02754787954967469,0.7343808886408806,0.0872426618123427
400,0.8406887054443359,0.7253843671083451,0.05023991683730856,0.7819291168451309,0.06935666871722787
420,0.803292989730835,0.7800174337625504,0.045228223470039665,0.7929106420278549,0.062384312727954236
440,0.7699524164199829,0.69764050796628,0.12765004770830274,0.7562463784217834,0.08723051327280701
460,0.7751737833023071,0.7198305305838585,0.007873947503976525,0.687412924170494,0.06408343468792736
480,0.8528386354446411,0.6933808264136314,0.04357803189195693,0.7510119366645813,0.041753519452176986
500,0.8524386286735535,0.8115457445383072,-0.009271340023260563,0.7199488174915314,-0.011732994116609916
520,0.8363105654716492,0.7243009334802628,0.039322531293146314,0.8775759565830231,0.10172242081025615
540,0.8215797543525696,0.8204025828838348,-0.009325463040731848,0.7306479406356812,0.10045459224842489
560,0.733377993106842,0.7326766443252564,0.045989448335021735,0.8711545073986053,-0.018609519274905326
580,0.8177369236946106,0.7248709630966187,0.0788833394635003,0.8086757057905197,0.021373493918217717
600,0.7417865991592407,0.6716904887557029,0.009084716574288904,0.7230477103590965,0.08905839069280773
620,0.7653626799583435,0.7468783804774284,0.05399264113395475,0.8025641334056854,-0.01788306076778099
640,0.7674092650413513,0.8329038590192794,0.07663628451991826,0.7660026341676712,0.04889573122607544
660,0.880310595035553,0.7698168176412582,0.05428764648269862,0.7421744212508201,0.05140453149564564
680,0.7885526418685913,0.7151946598291397,0.06379626706941054,0.8155145186185837,-0.08259418504079803
700,0.7673109173774719,0.7075566238164902,0.07967156103812158,0.7193711566925048,-0.017268297956325115
720,0.8589158654212952,0.6037097244337201,0.06411604431224988,0.7160678102076053,0.004997331399936229
740,0.8655225038528442,0.653924408853054,0.02926831746706739,0.8204924249649048,0.052342057900968936
760,0.7939214110374451,0.7032760852575302,0.02737700923345983,0.7929210472106933,0.04913611186435446
780,0.7794674038887024,0.7457406985759735,0.034667462229263035,0.7513144546747208,0.035663118159864095
800,0.6996957063674927,0.7175683763623237,0.021553198993206023,0.7541045194864273,0.15431996862171218
820,0.7559256553649902,0.7689066356420518,0.04433851107954979,0.7432390275597572,-0.008833398052956909
840,0.7354052066802979,0.7012896418571473,0.053024917274015024,0.8009829938411712,0.06705434915143997
860,0.7438912391662598,0.7373117825388908,-0.019205006237607448,0.7189281399548054,0.07193129599560052
880,0.80059415102005,0.7518344181776047,0.06846200933679938,0.8195714169740677,0.09117321397177874
900,0.7772080302238464,0.6844912786781788,0.12463609443046153,0.7182745337486267,0.09919556809123606
920,0.8452934622764587,0.6628052479028702,0.054879715226124975,0.7491698715090752,0.04800487344618887
940,0.8380189538002014,0.6469359433650971,0.02354686320759356,0.7083336156606674,0.019636901377234606
960,0.7497208118438721,0.788731859922409,-0.04077151742996648,0.6788871488720178,0.03259110601153225
980,0.8382378220558167,0.6646497058868408,0.08874180405400693,0.6957140147686005,0.008737840421963483
1000,0.8580155968666077,0.6356014779210091,-0.04469777684425935,0.6887649403512478,-0.038364154458977284
1020,0.78312087059021,0.7068429273366929,0.08361113040242345,0.7149527382850647,0.027890943915117532
1040,0.8409503698348999,0.8021961843967438,0.09924034396535716,0.7676855224370956,0.07596422741655261
1060,0.8448963165283203,0.6856070727109909,0.08197533597936854,0.8086620402336121,-0.033355394185055044
1080,0.794243574142456,0.7368066370487213,0.11778284939937293,0.7269625991582871,0.15413509083446114
1100,0.7720596194267273,0.8124368798732757,0.035073784505948426,0.6674967691302299,0.027677813339978458
1120,0.8184815645217896,0.7554492032527924,-0.05196961757028475,0.6986493170261383,-0.013564080120995642
1140,0.7673549652099609,0.7387728670239448,0.04028637786163017,0.7155859825015068,0.020892347400076686
1160,0.8127424716949463,0.6558558702468872,0.006484065263066441,0.7653179943561554,-0.07247502012643964
1180,0.7525382041931152,0.6325774377584458,0.05586289540864527,0.678011550605297,-0.004481173381209374
1200,0.8313691020011902,0.7484932667016984,-0.0077102867863141,0.802646815776825,-0.017241907187271862
1220,0.8311062455177307,0.7962788712978363,0.07169831597711891,0.781999927163124,-0.010902802812634036
1240,0.7485443949699402,0.7401154232025147,-0.010576174133457244,0.6527790102362633,0.028725959982257337
1260,0.8743812441825867,0.6781555633246898,0.03815949407638982,0.6941580706834793,0.009143471508286894
1280,0.7996987700462341,0.695158996284008,0.033109339913353325,0.823560882806778,-0.01568754077190533
1300,0.8097643256187439,0.7892447969317437,0.017220181729644537,0.679783051609993,-0.04092774491989985
1320,0.8101014494895935,0.7263835954666138,0.005377973862923682,0.7269105391949415,0.11510743899270892
1340,0.8363456726074219,0.8071946614980697,0.0813087592413649,0.6406831061840057,0.035003035510890186
1360,0.8597120642662048,0.7496386593580247,-0.004399033170193434,0.7248391503095627,0.04595605787821114
1380,0.7486704587936401,0.7665399986505509,0.004073455270845443,0.7974315196275711,0.11422168831340969
1400,0.7544836401939392,0.7923711234331131,0.029538517005275936,0.7567918609082699,0.0077755191782489415
1420,0.845044732093811,0.7164683647081256,0.07692707779817283,0.6723895102739335,0.03561595801729709
1440,0.7812394499778748,0.6434223961085082,0.08709429172216915,0.741918213441968,-0.0008258997299708426
1460,0.8128110766410828,0.743683072924614,0.058244634445291016,0.7731340110301972,-0.00491935592610389
1480,0.8890061378479004,0.7169999289512634,0.053009232892654835,0.7322071152925491,-0.01742153526749462
1500,0.8153067827224731,0.8408346134424209,0.006174865192733705,0.7809779953956604,0.0196862222161144
1520,0.8100651502609253,0.6886815243959427,0.11606567047769203,0.6862600773572922,0.17983287664595993
1540,0.7922015190124512,0.7518206214904786,0.009320231969468296,0.6885151165723801,0.04432675760239363
1560,0.7144594192504883,0.7820499992370605,0.12212275291327387,0.6505284096300602,0.05079493675846607
