epoch,train_loss,train_intra,train_inter,val_intra,val_inter
1,0.9335905313491821,0.8562611,0.8166614,0.8593454,0.8203751
2,0.9125317633152008,,,,
3,0.9053424298763275,,,,
4,0.8884337544441223,,,,
5,0.8982498049736023,,,,
6,0.8859350979328156,0.80020154,0.7430142,0.80416274,0.74782383
7,0.8803205788135529,,,,
8,0.8777990639209747,,,,
9,0.8763733506202698,,,,
10,0.8734431862831116,,,,
11,0.8580044806003571,0.6980391,0.6068531,0.7030975,0.6134232
12,0.8530098795890808,,,,
13,0.8639416694641113,,,,
14,0.8408544957637787,,,,
15,0.8347364068031311,,,,
16,0.8162501752376556,0.5372983,0.38905013,0.54237986,0.3971561
17,0.8127370774745941,,,,
18,0.8211211264133453,,,,
19,0.793701708316803,,,,
20,0.7987975776195526,,,,
21,0.7786592841148376,0.37204733,0.15960717,0.37427264,0.16777478
22,0.7839752435684204,,,,
23,0.7564421892166138,,,,
24,0.7639696896076202,,,,
25,0.7741701006889343,,,,
26,0.7669781446456909,0.30373633,0.056729507,0.30370945,0.0634493
27,0.7767615020275116,,,,
28,0.7692328691482544,,,,
29,0.7444995641708374,,,,
30,0.7450334429740906,,,,
31,0.7497933208942413,0.29175565,0.027750969,0.29399443,0.03792547
32,0.751061201095581,,,,
33,0.7374805808067322,,,,
34,0.7330995202064514,,,,
35,0.7303217351436615,,,,
36,0.7539744675159454,0.28896114,0.011523426,0.29292107,0.024014095
37,0.7626964747905731,,,,
38,0.7535471320152283,,,,
39,0.7318772971630096,,,,
40,0.7318760454654694,,,,
41,0.7187440395355225,0.2967787,0.009888316,0.30061573,0.022506187
42,0.7396255731582642,,,,
43,0.721551775932312,,,,
44,0.7332058250904083,,,,
45,0.7276895642280579,,,,
46,0.7324548363685608,0.3045369,0.009494165,0.30869102,0.022289399
47,0.745279848575592,,,,
48,0.7137891948223114,,,,
49,0.7215894758701324,,,,
50,0.7443716824054718,,,,
51,0.7054604589939117,0.30858532,0.0037370315,0.3131432,0.017155588
52,0.722902774810791,,,,
53,0.7110183537006378,,,,
54,0.7211572229862213,,,,
55,0.7166095674037933,,,,
56,0.728412389755249,0.3208264,0.009934518,0.33075798,0.03221215
57,0.7115722894668579,,,,
58,0.7114344239234924,,,,
59,0.7155903577804565,,,,
60,0.7006025314331055,,,,
61,0.6866861283779144,0.32639962,0.0066864938,0.33300406,0.02371702
62,0.7226777374744415,,,,
63,0.7279583513736725,,,,
64,0.6930125653743744,,,,
65,0.688448965549469,,,,
66,0.69440758228302,0.33147392,0.004150033,0.33443156,0.014754029
67,0.6856313049793243,,,,
68,0.6795846223831177,,,,
69,0.6932788491249084,,,,
70,0.6940685212612152,,,,
71,0.7111348509788513,0.33827525,0.0030891488,0.34197718,0.01506377
72,0.7107599079608917,,,,
73,0.6922325491905212,,,,
74,0.7044280767440796,,,,
75,0.6908442676067352,,,,
76,0.715898334980011,0.34661326,0.005288305,0.35192108,0.02024082
77,0.6783554255962372,,,,
78,0.6832274794578552,,,,
79,0.7226054072380066,,,,
80,0.688221663236618,,,,
81,0.696132481098175,0.35161313,0.0031330911,0.3576051,0.018654196
82,0.6798571348190308,,,,
83,0.6909711062908173,,,,
84,0.6747258007526398,,,,
85,0.6985073685646057,,,,
86,0.6601452529430389,0.35683322,0.0020124859,0.36340958,0.017145678
87,0.7060197591781616,,,,
88,0.6833807528018951,,,,
89,0.6851159334182739,,,,
90,0.6689184904098511,,,,
91,0.6543377339839935,0.36198583,0.00091100833,0.36804277,0.014501336
92,0.6718136370182037,,,,
93,0.6867626905441284,,,,
94,0.6609622836112976,,,,
95,0.6691530644893646,,,,
96,0.674281120300293,0.36771753,0.0006698856,0.3759133,0.016996773
97,0.6580069065093994,,,,
98,0.6806451082229614,,,,
99,0.6905124485492706,,,,
100,0.6861987411975861,,,,
101,0.6954416632652283,0.37430918,0.0031411685,0.38559026,0.023354502
102,0.6714692711830139,,,,
103,0.6529269516468048,,,,
104,0.6810711324214935,,,,
105,0.6526158452033997,,,,
