epoch,train_loss,train_intra,train_inter,val_intra,val_inter
106,0.6557714939117432,0.38222912,0.007070711,0.39211142,0.025539339
107,0.6808306574821472,,,,
108,0.6859807372093201,,,,
109,0.6416028141975403,,,,
110,0.6387791633605957,,,,
111,0.6509147584438324,0.3877605,0.0067099454,0.39459997,0.020509882
112,0.6557717621326447,,,,
113,0.6509695649147034,,,,
114,0.6743377447128296,,,,
115,0.656825065612793,,,,
116,0.6766221523284912,0.3927075,0.006568848,0.39849555,0.017710544
117,0.6442472338676453,,,,
118,0.6554056107997894,,,,
119,0.6527027189731598,,,,
120,0.6349455714225769,,,,
121,0.6495587527751923,0.39576676,0.0040952405,0.40586483,0.020420782
122,0.6421167850494385,,,,
123,0.6580671668052673,,,,
124,0.6661843955516815,,,,
125,0.6399363577365875,,,,
126,0.6393734514713287,0.39932987,0.0023517713,0.41307968,0.023459604
127,0.6465815305709839,,,,
128,0.6789746284484863,,,,
129,0.6383999288082123,,,,
130,0.693497896194458,,,,
131,0.660782516002655,0.4031723,0.0009667089,0.4153486,0.018781915
132,0.6768232882022858,,,,
133,0.6660961806774139,,,,
134,0.6188563704490662,,,,
135,0.6555079519748688,,,,
136,0.6629680097103119,0.40877125,0.0029740075,0.4214157,0.021485887
137,0.6134818196296692,,,,
138,0.6564483940601349,,,,
139,0.635243684053421,,,,
140,0.6217375695705414,,,,
141,0.6570879817008972,0.41196883,0.0015071908,0.42385942,0.018437088
142,0.63650843501091,,,,
143,0.6372654438018799,,,,
144,0.6517099142074585,,,,
145,0.6401084661483765,,,,
146,0.6539021730422974,0.41656858,0.002705907,0.43032733,0.02215943
147,0.6557936668395996,,,,
148,0.6106885969638824,,,,
149,0.6077227294445038,,,,
150,0.6315164864063263,,,,
151,0.6374652981758118,0.4209954,0.0029722261,0.4296584,0.014852971
152,0.610523909330368,,,,
153,0.6421507298946381,,,,
154,0.6402110457420349,,,,
155,0.6115030944347382,,,,
156,0.6297252774238586,0.4246037,0.0037941148,0.4350755,0.017893681
157,0.616846114397049,,,,
158,0.6236727833747864,,,,
159,0.5687321424484253,,,,
160,0.6414595544338226,,,,
161,0.6216076016426086,0.42638236,0.001492048,0.44003642,0.019310145
162,0.6468009054660797,,,,
163,0.6055408120155334,,,,
164,0.6155901253223419,,,,
165,0.6096045672893524,,,,
166,0.6306618750095367,0.4312347,0.0030836507,0.44469053,0.020307787
167,0.5980174839496613,,,,
168,0.642017275094986,,,,
169,0.6206667721271515,,,,
170,0.664188802242279,,,,
171,0.6454138457775116,0.43556356,0.0040696617,0.4495012,0.02189586
172,0.6262505948543549,,,,
173,0.603235274553299,,,,
174,0.6121435463428497,,,,
175,0.6099752187728882,,,,
176,0.604326456785202,0.4373194,0.0020666146,0.4526632,0.021392252
177,0.6000896096229553,,,,
178,0.6426871716976166,,,,
179,0.6394451558589935,,,,
180,0.6322523951530457,,,,
181,0.6351667940616608,0.4409132,0.0039917897,0.45975366,0.027886033
182,0.6275756657123566,,,,
183,0.6264966428279877,,,,
184,0.5830180048942566,,,,
185,0.6154691278934479,,,,
186,0.6432884335517883,0.44503155,0.006205013,0.46259558,0.027505398
187,0.6218901574611664,,,,
188,0.6445741057395935,,,,
189,0.6106270849704742,,,,
190,0.612501323223114,,,,
191,0.5878854095935822,0.4455832,0.0011956763,0.46044797,0.017337387
192,0.6263376474380493,,,,
193,0.6101391911506653,,,,
194,0.5869619250297546,,,,
195,0.6007911860942841,,,,
196,0.6188373565673828,0.4465209,-0.0021511482,0.45889312,0.009306099
197,0.6260358095169067,,,,
198,0.6111978590488434,,,,
199,0.6369106769561768,,,,
200,0.6428388357162476,,,,
