epoch,train_loss,train_intra,train_inter,val_intra,val_inter
2,0.9013537338801793,0.617970135807991,0.3702849989011884,0.6182161569595337,0.46280445121228697
3,0.7139592341014317,,,,
4,0.6936425055776324,,,,
5,0.6497536301612854,,,,
6,0.6595231294631958,,,,
7,0.6564434341021946,0.36279499530792236,-0.06817040899768471,0.39482769519090655,0.00045509494841098784
8,0.650973243372781,,,,
9,0.6525091443743024,,,,
10,0.655765312058585,,,,
11,0.6374041863850185,,,,
12,0.6366181799343654,0.40991842150688174,0.05877345874905586,0.33194492757320404,-0.03618073355406523
13,0.6395259584699359,,,,
14,0.6412860666002546,,,,
15,0.6375876494816372,,,,
16,0.6273753557886396,,,,
17,0.6332592027527946,0.5654760077595711,0.004511759672313928,0.4282162830233574,0.0552187461592257
18,0.6318713682038444,,,,
19,0.6298227735928127,,,,
20,0.6185144696916852,,,,
21,0.6283260328429086,,,,
22,0.6244773268699646,0.3431797534227371,0.01312390400096774,0.5923758536577225,0.07070600045844913
23,0.6187315327780587,,,,
24,0.6195830702781677,,,,
25,0.6124953968184335,,,,
26,0.6097103016717094,,,,
27,0.6223877923829215,0.25047999918460845,-0.05184784408658743,0.5676800310611725,0.06389889028854669
28,0.6076051252228873,,,,
29,0.6064917700631278,,,,
30,0.6070613179888044,,,,
31,0.597387433052063,,,,
